Category,tags,Title,Product Url,Primary Industries Icones,Features,Images Url,Standards - Text,Standards - Icons Urls,Applications,Download Documments,Product Details - Product Name,Product Details - Material,Product Details - Liner,Product Details - Grip,Product Details - Cuff,Product Details - Sizes,Product Details - Length /mm,Product Details - Thickness* (mm) / Weight* (g),Product Details - Colours,Product Details - Finish,Product Details - Ratings Icons,Product Details - Text,Product Details - Gauge/ gg,Product Details - Length / inches,Product Details - Length,Product Details - Product Type,Product Details - Type,Product Details - Shape,Product Details - Surface,Product Details - Class Type,Product Details - Marking tag color,Product Details - Cuff profile,Product Details - Length inches,Product Details - Thickness(max) mm,Product Details - Color,Product Details - Size range,Product Details - PPE Category,Product Details - Proof test voltage AC (V),"Product Details - Maximum working
voltage AC (V)",Product Details - Withstand voltage AC (V),Product Details - Category,Product Details - Arc Flash (EN61482-1-2),Product Details - Grip/Finish,Product Details - Colours Options,Product Details - Gauge (gge),Product Details - Cuffs,Product Details - ,Product Details - Material- Palm,Product Details - Material- Back of Palm,Product Details - Coating
"Categories: All products, Supported",,MecPro Aqua,https://www.dplgroup.com/product/mecpro-aqua-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Cold-and-winter.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Synthetic high-cut resistant level D fabric covered with microfibre fabric
Impact hazard and smash protection
The Hipora lining layer provides wind and waterproofing without compromising on breathability
A silicon print grip on microfibre to give the glove a suitable grip
Ergonomically designed for improved dexterity
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Aqua_1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Ice handling
Carton handling
Glass handling
Assembly
Furniture handling
Plumbing
Woodwork
Oil and gas industry
Manufacturing
Commercial fishing
",,MecPro Aqua,,,Silicone print,Gusseted cuff,"S, M, L, XL, XXL",,,Grey/Black,,,"EN 388- 3X42D
EN 511- 122",,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic Leather,Spandex/ PVC/ PU/ Neoprene/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Fit,https://www.dplgroup.com/product/mecpro-fit-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Reinforced fingertips have a high level of sensitivity and improved grip
Ergonomically designed for improved dexterity and fitting
Superior quality leather ensures durability
Contact heat level 1
Pre-curved fingers enhance the movement of the fingers
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-fit_1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-08-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Agriculture
Pulp and paper industry
Machinery maintenance
Repair and operations
Automotive industry
Transportation and logistics
Utilities
Retail and services
",,MecPro Fit,,,,Velcro adjuster,"5, 6, 7, 8, 9, 10, 11, 12",,,Black/Grey/Yellow,,,"EN 388- 1111X
EN 407- X1XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic Leather,Polyester/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Flex,https://www.dplgroup.com/product/mecpro-flex-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
High level of protection
Fingertips have a high level of sensitivity
Superior quality leather ensures durability
Ergonomically designed for improved dexterity
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Flex_1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-09-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Mining
Pulp and paper
Automotive and transportation
Building and construction
Hospitality industry
Retail and services
",,MecPro Flex,,,,Open cuff with elastic at wrist,"5, 6, 7, 8, 9, 10, 11",,,Grey/ White,,,EN 388-2122X,,,,,,,,,,,,,,,,,,,,,,,,,,Full Grain Goatskin,Nylon/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Grip,https://www.dplgroup.com/product/mecpro-grip-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Synthetic high-cut resistant level C fabric covered with microfibre fabric
Impact hazard and smash protection
Synthetic micro palm with a unique silicone print pattern to provide superior grip
Contact heat level 2
Ergonomically designed for improved dexterity
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Grip_1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-01-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Automotive industry
Maintenance and repair
Construction
Glass handling
Towing and transportation
Carton handling
DIY
Metal scrap collection
",,MecPro Grip,"Palm-Synthetic Leather
Back of Palm- HPPE/ Glass/ Spandex/ PVC/ PU/ PET Polyester yarn",,Silicone print pattern,Open cuff with elastic at wrist,"S, M, L, XL, XXL",,,Grey/Black,,,"EN 388- 3X44C
EN 407- X2XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,MecPro Hydro,https://www.dplgroup.com/product/mecpro-hydro-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Liquid-repellant synthetic leather for a superior grip
The cuff is fitted with a velcro fastener making it easily adjustable
Ergonomically designed for improved dexterity
Superior quality leather ensures durability
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Hydro_1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-02-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Construction and maintenance
Logistic and retail
Wood pulp and paper industries
Utilities and services
",,MecPro Hydro,,,,Velcro adjuster,"7, 8, 9, 10, 11, 12",,,Black/Red,,,EN 388- 1111X,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic Leather,Polyester/ Elasthane/ PU/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Lite,https://www.dplgroup.com/product/mecpro-lite-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Specially designed microfibre palm patch with EVA padding to absorb vibrations and impacts
Microfibre fingertips for improved sensitivity
Neoprene knuckle padding gives the wearer added protection
Contact heat level 1
Ergonomically designed for improved dexterity
Recycled PET Polyester Fabric
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-lite-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-10-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Handling power tools
Construction
Maintenance and repair
DIY
Mining and piling
",https://www.dplgroup.com/wp-content/uploads/2022/03/MecPro-Lite.pdf ,MecPro Lite,,,Microfiber palm patch with EVA padding,Open cuff with elastic at wrist,"S, M, L, XL, XXL",,,Grey/Black,,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-407-X1XXXX-New.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-3X32B-BW-New.jpg ,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic Leather,PU/ Spandex/ Neoprene/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Magnet,https://www.dplgroup.com/product/mecpro-magnet-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Specially designed microfibre palm patch with EVA padding to absorb vibrations and impacts
Impact hazard and smash protection
A magnet is placed on the back of the palm under a microfibre patch
Contact heat level 1
Ergonomically designed for improved dexterity
Recycled PET Polyester Fabric
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Magnet_1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-05-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Automotive industry
Maintenance and repair
Construction
Heavy equipment
DIY
Assembly
",,,,,Microfiber palm patch with EVA padding,TPR Velcro adjuster,"S, M, L, XL, XXL",,,Red/Black,,,"EN 388- 3X32B
EN 407- X1XXXX",,,,MecPro Magnet,,,,,,,,,,,,,,,,,,,,,,Synthetic Leather,PU/ Spandex/ PVC/ Neoprene/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Polar,https://www.dplgroup.com/product/mecpro-polar-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Cold-and-winter.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Suitable for use in cold and wet environments due to the Thinsulate (waterproof) membrane
Fingertips have a high level of sensitivity
Superior quality leather ensures durability
Ergonomically designed for improved dexterity
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Polar-1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Building construction and maintenance
Logistics
Utilities and services
Transportation
Repair work
Carpentry
Machine driving and operating
",,MecPro Polar,,,,Open cuff with elastic at wrist,"6, 7, 8, 9, 10, 11, 12, 13",,,White/ Grey/ Blue,,,"EN 388- 2122X
EN 511- 122",,,,,,,,,,,,,,,,,,,,,,,,,,Full Grain Goatskin,Spandex/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Rig,https://www.dplgroup.com/product/mecpro-rig-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
HPPE high-cut resistant level E fabric covered with synthetic microfibre fabric
Impact hazard and smash protection
Silicone print provides an unparalleled grip and thermal resistance
Contact heat level 1
Ergonomically designed for improved dexterity
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Rig-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Rig-3-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Metalworks
Glass handling
Assembly
Furniture handling
Home improvements
Woodworks
Oil and gas industry
Search and rescue
",,MecPro Rig,,,Silicone print pattern,TPR Velcro adjuster,"S, M, L, XL, XXL",,,Hi Viz Green/ Black,,,"EN 388- 4X44E
EN 407- X1XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic Leather,HPPE/ Glass/ Spandex/ PVC/ Neoprene/ PET Polyester yarn,
"Categories: All products, Supported",,MecPro Soft,https://www.dplgroup.com/product/mecpro-soft-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Mechanics.jpg ,"
Cotton back allows for an enhanced level of comfort when wearing the glove
Reinforced fingertips have a high level of sensitivity and improved grip
Superior quality leather ensures durability
The wrist has an elastic band ensuring that the right sized glove always provides a good fit on the wearer’s hands
Using PET polyester yarn that has been extruded from waste plastic bottles
",https://www.dplgroup.com/wp-content/uploads/2021/11/Mecpro-Soft-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Application-images-07-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg ,"
Construction and maintenance
Wood pulp and paper industries
Utilities and services
",,MecPro Soft,,,,Open cuff with elastic at wrist,"7, 8, 9, 10, 11",,,White/ Dark Grey,,,EN 388- 2122X,,,,,,,,,,,,,,,,,,,,,,,,,,Full grain goatskin,Cotton/ PET Polyester yarn,
"Categories: All products, Supported",,Merino Wool Gloves,https://www.dplgroup.com/product/merino-wool-gloves/,https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Sports-and-recreation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Cold-and-winter.jpg ,"
The use of Merino wool in the glove provides an unparalleled level of comfort for any outdoor activity.
Due to the unique layering provided by Merino wool, it provides warmth or cooling depending on the situation.
The palm is covered with silicone anti slip particles allowing for an excellent grip
Merino wool is a biodegradable material making the glove eco-friendly.
The wool comes from ethical sources without the use of inhumane practices.
",https://www.dplgroup.com/wp-content/uploads/2021/11/merino-wool-new-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Merino-wool-3-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg ,"
Camping
Hiking
Biking
Hunting
Working
Playing Winter Sports
Skiing
Ice Fishing
Mountaineering
Ice Climbing
Snowboarding and During any Outdoor Activity
",,Merino Wool Glove,N/A,Merino Wool/ Nylon/ Spandex,Silicon Print,Blind Overlocked,"7,8,9,10,11,12",,,"Black, Grey, Navy Blue, Red",,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Neo Flex,https://www.dplgroup.com/product/neo-flex-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg ,"
Heavy Neoprene coating allows for higher chemical resistance
Maintains a high level of flexibility
",https://www.dplgroup.com/wp-content/uploads/2021/11/Neo-Flex-2-2-1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Chemical applications
Degreasing operations
Metal finishing
Hazmat application
",,Neo Flex,Neoprene,Cotton Interlock,Smooth finish,Straight,"6, 7, 8, 9, 10",300,1.0 mm,Black,Smooth,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-7-238x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/EN-ISO-374-TYPE-A-4-242x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Neo Grippy,https://www.dplgroup.com/product/neo-grippy-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg ,"
Heavy Neoprene coating allows for higher chemical resistance
Maintains a high level of flexibility
Crinkled finish for excellent grip
",https://www.dplgroup.com/wp-content/uploads/2021/11/Neo-Grippy-1-1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Agriculture
Chemical Industry
Mining
General maintenance work
",,Neo Grippy,Neoprene,Cotton Interlock,Crinkled,Straight,"6, 7, 8, 9, 10",300,1.1 mm – 1.3 mm,Black,,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-5-238x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/EN-ISO-374-TYPE-A-4-242x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Neo Rough,https://www.dplgroup.com/product/neo-rough-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg ,"
Heavy Neoprene coating allows for higher chemical resistance
Maintains a high level of flexibility
Micro roughened finish provides excellent grip
",https://www.dplgroup.com/wp-content/uploads/2021/11/Neo-Rough-2-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Neo-Rough-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Agriculture
Chemical Industry
Mining
General maintenance work
",,Neo Rough,Neoprene,Cotton Interlock,Micro Roughened,Straight,"6, 7, 8, 9, 10",300,1.1 mm – 1.2 mm,Black,Micro roughened finish,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-7-238x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/EN-ISO-374-TYPE-A-4-242x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Neotherm,https://www.dplgroup.com/product/neotherm/,https://www.dplgroup.com/wp-content/uploads/2021/12/Chemical.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg ,"
Kevlar engineered liner provides excellent protection from cuts and splashes
Raised diamond grip on the outer surface for a non-slip grip
Liquid proof Chloroprene layer
High resistance to acids
Special formulation resists burning from inadvertent small splashes of molten metals
Seamless liner for comfort and better dexterity
",https://www.dplgroup.com/wp-content/uploads/2021/11/Neotherm-copy-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Neotherm3-1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/EN-372-Micro-New.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Book-logo-New.jpg ,"
Casting/Molding
Cement industry
Ceramic industry
Industrial kitchens
Bakeries
Automotive repairing
Power and energy
",https://www.dplgroup.com/wp-content/uploads/2022/01/Neotherm.pdf ,Neotherm,Neoprene,Seamless Kevlar,Reverse Lozenge,Gauntlet,"8, 9, 10, 11",330 mm,1.90 mm +/- 0.10,Black,,https://www.dplgroup.com/wp-content/uploads/2021/12/EN-388-3x43C-bw-new.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/EN-407-43434X-bw-New.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/EN-374-A-AKLMNOPST-bw-New.jpg , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Nova 35,https://www.dplgroup.com/product/nova-35/,https://www.dplgroup.com/wp-content/uploads/2021/12/Household.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Pure cotton flock lining to absorb perspiration and provide comfort to the user
Extra sensitivity and dexterity
Anti slip grip pattern for good grip in wet and dry conditions
Anatomically shaped for comfort
Chlorinated option available
Ingredients comply with FDA regulations for food contact (Blue and Black only)
Compliant with (EC) No.1935/2004, EU 10/2011 and BfR XXI (all colours)
",https://www.dplgroup.com/wp-content/uploads/2021/11/Nova-light-copy-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/1357633035Nova-38-Y-2-150x150.jpg ,"
PPE Regulation (EU) 2016/425
EC/1935/2004
ASTM D4679 – 02 (2015)
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Food-logo-01-238x300.png ,"
Janitorial / Sanitation
Personal care
Household use Kitchen use
Laboratories
Food Services (catering/packing/ handling fruits, vegetables and light dairy products)
Pharmaceutical Manufacturing
Facility Maintenance
",https://www.dplgroup.com/wp-content/uploads/2022/01/Nova-35.pdf https://www.dplgroup.com/wp-content/uploads/2022/01/Nova-35-1.pdf ,Nova 35,Natural Rubber,Flocklined,"Honeycomb, Diamond","Straight, Pinked, Rolled","6-6.5, 7-7.5, 8-8.5, 9-9.5, 10-10.5 (Ex.Large)","290, 300",0.35 (14 mil),"Yellow, Pink, Blue",Non Chlorinated,https://www.dplgroup.com/wp-content/uploads/2021/11/Nova-35-01-232x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/Nova-35-02-232x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Nova 38,https://www.dplgroup.com/product/nova-38/,https://www.dplgroup.com/wp-content/uploads/2021/12/Household.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Pure cotton flock lining to absorb perspiration and provide comfort to the user
Extra sensitivity and dexterity
Anti slip grip pattern for good grip in wet and dry conditions
Anatomically shaped for comfort
Chlorinated option available
Ingredients comply with FDA regulations for food contact (Blue and Black only)
Compliant with (EC) No.1935/2004, EU 10/2011 and BfR XXI (all colours)
",https://www.dplgroup.com/wp-content/uploads/2021/11/Nova-40-copy-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/shutterstock_646570111-R1-150x150.jpg ,"
PPE Regulation (EU) 2016/425
EC/1935/2004
ASTM D4679 – 02 (2015)
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Food-logo-01-238x300.png ,"
Janitorial / Sanitation
Personal care and Pet care
Household use Kitchen use
Laboratories
Food Services (catering/packing/ handling fruits, vegetables and light dairy products)
Agriculture
Facility Maintenance
Pharmaceutical Manufacturing
",https://www.dplgroup.com/wp-content/uploads/2022/01/Nova-38.pdf https://www.dplgroup.com/wp-content/uploads/2022/01/Nova-38-Nova-Super-38.pdf ,Nova 38,Natural Rubber,Flocklined,Honeycomb / Diamond,Straight / Pinked / Rolled,"6-6.5, 7-7.5, 8-8.5, 9-9.5, 10-10.5 (Ex.Large)",300mm,0.38mm (15 mil),"Yellow, Pink, Blue",Chlorinated / Non Chlorinated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-01-5-238x300.png https://www.dplgroup.com/wp-content/uploads/2021/11/Magneto-02-232x300.jpg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
